IsCanceled,LeadTime,StaysInWeekendNights,StaysInWeekNights,Adults,Meal,MarketSegment,DistributionChannel,IsRepeatedGuest,BookingChanges,DepositType,CustomerType,ADR,TotalOfSpecialRequests,Minors,CancelRate,WasInWaitingList,Season
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,20,0,3,1,BB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,19,8,20,2,BB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient,69.68,0,0,1.0,0,summer
1,20,2,4,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,75.23,0,0,1.0,0,summer
1,1,0,5,2,HB       ,Direct,Direct,0,0,No Deposit     ,Transient,167.65,2,0,1.0,0,summer
1,1,0,5,2,HB       ,Direct,Direct,0,0,No Deposit     ,Transient,167.65,2,0,1.0,0,summer
1,24,2,5,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,255.50,2,2,1.0,0,summer
1,0,0,5,2,HB       ,Online TA,TA/TO,1,0,No Deposit     ,Transient,158.07,2,0,1.0,0,summer
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,28,2,0,2,HB       ,Offline TA/TO,TA/TO,0,0,Non Refund     ,Transient,61.28,0,0,1.0,0,autumn
1,6,0,5,3,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,82.61,1,0,1.0,0,summer
1,6,0,5,3,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,82.61,1,0,1.0,0,summer
1,79,2,4,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,115.80,0,0,1.0,0,summer
1,5,2,6,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,125.78,1,0,1.0,0,summer
1,79,0,2,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,182.43,0,0,1.0,0,summer
1,9,0,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,122.86,1,0,1.0,0,summer
1,9,0,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,122.86,0,0,1.0,0,summer
1,36,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,219.12,2,2,1.0,0,summer
1,4,2,5,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,139.88,1,0,1.0,0,summer
1,5,1,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,158.14,1,0,1.0,0,summer
1,146,2,6,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,87.07,1,0,1.0,0,summer
1,38,2,6,3,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,115.80,1,0,1.0,0,summer
1,0,2,8,2,BB       ,Offline TA/TO,TA/TO,1,0,No Deposit     ,Contract,68.56,1,0,1.0,0,summer
1,1,4,9,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,139.62,0,0,1.0,0,summer
1,7,2,5,2,HB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,139.88,1,0,1.0,0,summer
1,9,1,5,3,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,94.44,3,1,1.0,0,autumn
1,15,2,5,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,68.56,0,0,1.0,0,summer
1,7,0,2,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,69.68,1,0,1.0,0,summer
1,0,2,5,2,BB       ,Direct,Direct,1,0,No Deposit     ,Transient,182.35,0,0,1.0,0,summer
1,12,3,10,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,139.62,0,0,1.0,0,summer
1,5,2,5,2,HB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,93.72,0,0,1.0,0,summer
1,0,2,5,2,BB       ,Direct,Direct,1,0,No Deposit     ,Transient,109.08,0,0,1.0,0,summer
1,8,1,3,2,BB       ,Offline TA/TO,TA/TO,0,3,No Deposit     ,Contract,91.70,2,2,1.0,0,autumn
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,26,1,5,2,FB       ,Groups,Corporate,0,0,Non Refund     ,Transient,40.31,0,0,1.0,0,summer
1,0,1,1,2,HB       ,Offline TA/TO,TA/TO,1,0,No Deposit     ,Transient,65.25,0,0,1.0,0,autumn
1,0,1,1,2,HB       ,Offline TA/TO,TA/TO,1,0,No Deposit     ,Transient,65.25,0,0,1.0,0,autumn
1,0,1,1,2,HB       ,Offline TA/TO,TA/TO,1,0,No Deposit     ,Transient,65.25,0,0,1.0,0,autumn
1,0,1,1,2,HB       ,Offline TA/TO,TA/TO,1,0,No Deposit     ,Transient,65.25,0,0,1.0,0,autumn
1,0,1,1,2,HB       ,Offline TA/TO,TA/TO,1,0,No Deposit     ,Transient,65.25,0,0,1.0,0,autumn
1,0,1,1,2,HB       ,Offline TA/TO,TA/TO,1,0,No Deposit     ,Transient,65.25,0,0,1.0,0,autumn
1,0,1,1,2,HB       ,Offline TA/TO,TA/TO,1,0,No Deposit     ,Transient,65.25,0,0,1.0,0,autumn
1,0,1,1,2,HB       ,Offline TA/TO,TA/TO,1,0,No Deposit     ,Transient,65.25,0,0,1.0,0,autumn
1,0,1,1,2,HB       ,Offline TA/TO,TA/TO,1,0,No Deposit     ,Transient,65.25,0,0,1.0,0,autumn
1,0,1,1,2,HB       ,Offline TA/TO,TA/TO,1,0,No Deposit     ,Transient,65.25,0,0,1.0,0,autumn
1,6,4,6,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,95.71,1,0,1.0,0,summer
1,5,2,5,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,93.72,0,0,1.0,0,summer
1,8,0,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,48.85,2,0,1.0,0,autumn
1,3,2,4,2,FB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,105.50,0,0,1.0,0,summer
1,24,0,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,36.00,0,0,1.0,0,autumn
1,21,2,5,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,93.72,1,0,1.0,0,summer
1,24,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,87.07,1,0,1.0,0,summer
1,9,1,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,87.07,1,0,1.0,0,summer
1,42,0,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,139.88,1,0,1.0,0,summer
1,75,2,5,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,93.72,1,0,1.0,0,summer
1,22,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,87.07,1,0,1.0,0,summer
1,119,2,6,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,93.72,0,0,1.0,0,summer
1,9,2,4,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,124.81,1,1,1.0,0,summer
1,18,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,202.85,0,2,1.0,0,summer
1,35,4,10,2,BB       ,Offline TA/TO,TA/TO,0,1,No Deposit     ,Contract,125.64,1,0,1.0,0,summer
1,35,4,10,2,BB       ,Offline TA/TO,TA/TO,0,1,No Deposit     ,Contract,125.64,1,0,1.0,0,summer
1,89,2,5,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,105.50,0,0,1.0,0,summer
0,2,0,1,1,BB       ,Corporate,Corporate,1,0,No Deposit     ,Transient,51.45,0,0,0.0,0,spring
0,1,0,1,1,BB       ,Corporate,Corporate,1,0,No Deposit     ,Transient,65.76,0,0,0.0,0,summer
0,23,2,0,1,BB       ,Offline TA/TO,TA/TO,1,0,No Deposit     ,Contract,61.28,0,0,0.0,0,autumn
1,90,1,3,2,HB       ,Groups,Corporate,0,0,Non Refund     ,Transient,88.07,0,0,1.0,0,autumn
1,90,1,3,2,HB       ,Groups,Corporate,0,0,Non Refund     ,Transient,88.07,0,0,1.0,0,autumn
1,90,1,3,2,HB       ,Groups,Corporate,0,0,Non Refund     ,Transient,88.07,0,0,1.0,0,autumn
1,90,1,3,2,HB       ,Groups,Corporate,0,0,Non Refund     ,Transient,88.07,0,0,1.0,0,autumn
1,90,1,3,2,HB       ,Groups,Corporate,0,0,Non Refund     ,Transient,88.07,0,0,1.0,0,autumn
1,90,1,3,2,HB       ,Groups,Corporate,0,0,Non Refund     ,Transient,88.07,0,0,1.0,0,autumn
1,90,1,3,2,HB       ,Groups,Corporate,0,0,Non Refund     ,Transient,88.07,0,0,1.0,0,autumn
1,90,1,3,2,HB       ,Groups,Corporate,0,0,Non Refund     ,Transient,88.07,0,0,1.0,0,autumn
1,90,1,3,2,HB       ,Groups,Corporate,0,0,Non Refund     ,Transient,88.07,0,0,1.0,0,autumn
1,90,1,3,2,HB       ,Groups,Corporate,0,0,Non Refund     ,Transient,88.07,0,0,1.0,0,autumn
1,90,1,3,2,HB       ,Groups,Corporate,0,0,Non Refund     ,Transient,88.07,0,0,1.0,0,autumn
1,90,1,3,2,HB       ,Groups,Corporate,0,0,Non Refund     ,Transient,88.07,0,0,1.0,0,autumn
1,90,1,3,2,HB       ,Groups,Corporate,0,0,Non Refund     ,Transient,88.07,0,0,1.0,0,autumn
1,90,1,3,2,HB       ,Groups,Corporate,0,0,Non Refund     ,Transient,88.07,0,0,1.0,0,autumn
1,90,1,3,2,HB       ,Groups,Corporate,0,0,Non Refund     ,Transient,88.07,0,0,1.0,0,autumn
1,0,2,5,2,BB       ,Offline TA/TO,TA/TO,1,0,No Deposit     ,Contract,93.72,0,0,1.0,0,summer
0,109,0,3,2,BB       ,Direct,TA/TO,1,3,No Deposit     ,Transient,61.42,2,1,0.0,0,autumn
1,72,2,6,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,124.81,1,0,1.0,0,summer
1,92,2,6,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,122.86,1,0,1.0,0,summer
1,92,2,6,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,122.86,1,0,1.0,0,summer
1,92,2,6,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,122.86,1,0,1.0,0,summer
1,33,4,10,2,HB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,125.78,0,0,1.0,0,summer
0,31,0,3,2,BB       ,Online TA,TA/TO,1,1,No Deposit     ,Group,80.02,1,1,0.0,0,spring
0,134,0,3,2,HB       ,Offline TA/TO,TA/TO,1,1,No Deposit     ,Group,92.41,1,0,0.0,0,spring
0,148,2,6,2,HB       ,Direct,Direct,0,5,No Deposit     ,Transient,167.04,2,1,0.0,0,summer
0,241,2,6,3,HB       ,Direct,Direct,1,0,No Deposit     ,Transient,217.77,3,0,0.0,0,summer
0,192,2,8,3,HB       ,Direct,Direct,1,2,No Deposit     ,Transient,231.83,3,0,0.25,0,summer
1,51,2,6,3,HB       ,Direct,Direct,1,0,No Deposit     ,Transient,231.83,3,0,0.25,0,summer
1,39,0,3,1,BB       ,Direct,Direct,1,0,No Deposit     ,Transient,85.36,0,0,0.25,0,summer
0,241,2,2,1,BB       ,Direct,TA/TO,1,1,No Deposit     ,Transient,56.01,4,0,0.25,0,autumn
0,97,0,3,1,BB       ,Online TA,Direct,1,1,No Deposit     ,Transient,71.03,4,0,0.2,0,spring
0,126,1,2,1,BB       ,Online TA,Direct,1,1,No Deposit     ,Transient,54.79,4,0,0.16666666666666666,0,spring
0,132,0,4,1,BB       ,Online TA,Direct,1,0,No Deposit     ,Transient,64.90,4,0,0.14285714285714285,0,spring
0,174,1,3,1,BB       ,Online TA,Direct,1,1,No Deposit     ,Transient,106.33,4,0,0.125,0,spring
0,288,2,2,1,BB       ,Online TA,Direct,1,0,No Deposit     ,Transient,46.50,4,0,0.1111111111111111,0,autumn
0,321,0,4,1,BB       ,Online TA,Direct,1,0,No Deposit     ,Transient,50.99,4,0,0.1,0,autumn
1,352,0,4,1,BB       ,Online TA,Direct,1,1,No Deposit     ,Transient,42.46,4,0,0.16666666666666666,0,autumn
0,185,2,2,1,BB       ,Online TA,Direct,1,2,No Deposit     ,Transient,43.04,5,0,0.23076923076923078,0,winter
0,134,0,3,1,BB       ,Online TA,Direct,1,0,No Deposit     ,Transient,98.38,5,0,0.26666666666666666,0,spring
1,9,0,3,1,BB       ,Online TA,Direct,1,0,No Deposit     ,Transient,98.38,4,0,0.26666666666666666,0,spring
0,125,2,2,1,BB       ,Online TA,Direct,1,2,No Deposit     ,Transient,73.21,4,0,0.25,0,spring
1,104,1,2,1,BB       ,Online TA,Direct,1,0,No Deposit     ,Transient,88.97,4,0,0.23529411764705882,0,spring
0,12,0,2,2,BB       ,Online TA,TA/TO,1,0,No Deposit     ,Transient,68.25,1,0,0.0,0,spring
0,72,1,2,2,BB       ,Direct,Direct,1,0,No Deposit     ,Transient,77.52,1,0,0.0,0,spring
0,107,2,4,2,BB       ,Direct,Direct,1,0,No Deposit     ,Transient,226.99,0,0,0.0,0,summer
0,61,0,1,1,BB       ,Online TA,Direct,1,0,No Deposit     ,Transient-Party,171.40,0,0,0.0,0,winter
0,61,0,1,1,BB       ,Online TA,Direct,1,0,No Deposit     ,Transient-Party,171.40,0,0,0.0,0,winter
0,22,2,2,2,BB       ,Direct,Direct,1,1,No Deposit     ,Transient,185.57,3,0,0.0,0,summer
1,27,1,3,2,BB       ,Direct,Direct,1,0,No Deposit     ,Transient,71.03,2,0,0.6666666666666666,0,spring
0,0,0,1,1,BB       ,Online TA,TA/TO,1,0,No Deposit     ,Transient,47.04,0,0,0.0,0,autumn
0,0,0,1,1,BB       ,Online TA,TA/TO,1,0,No Deposit     ,Transient,40.05,0,0,0.0,0,winter
0,0,0,1,1,BB       ,Online TA,TA/TO,1,0,No Deposit     ,Transient,62.31,0,0,0.0,0,spring
1,71,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.20,1,0,1.0,0,summer
1,39,2,3,2,BB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient,125.78,1,0,1.0,0,summer
1,50,2,5,2,HB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient-Party,139.62,0,0,1.0,0,summer
1,50,2,5,2,HB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient-Party,139.62,2,1,1.0,0,summer
0,169,1,3,1,BB       ,Groups,Direct,1,1,Refundable     ,Transient-Party,61.58,0,0,0.0,0,spring
0,7,0,3,1,BB       ,Groups,Corporate,1,2,No Deposit     ,Transient-Party,35.08,0,0,0.0,0,winter
0,152,0,4,1,BB       ,Groups,Corporate,1,3,No Deposit     ,Transient-Party,48.22,0,0,0.0,0,spring
0,1,0,1,1,BB       ,Corporate,Corporate,1,1,No Deposit     ,Transient-Party,37.05,0,0,0.0,0,winter
1,104,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,139.62,3,1,1.0,0,summer
1,104,2,4,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,122.86,3,1,1.0,0,summer
1,55,1,3,2,HB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient-Party,48.85,1,0,1.0,0,autumn
1,55,1,3,1,HB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient-Party,48.85,2,0,1.0,0,autumn
1,45,4,12,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,212.34,2,2,1.0,0,summer
1,102,2,3,2,BB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient,158.07,1,0,1.0,0,summer
1,149,4,6,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,146.00,1,0,1.0,0,summer
1,149,4,6,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,125.78,1,0,1.0,0,summer
0,1,0,1,1,BB       ,Corporate,Corporate,1,0,No Deposit     ,Transient,112.61,0,0,0.0,0,summer
0,2,0,1,1,BB       ,Corporate,Corporate,1,0,No Deposit     ,Transient,46.40,0,0,0.0,0,autumn
0,8,0,2,1,BB       ,Corporate,Corporate,1,0,No Deposit     ,Transient,41.31,0,0,0.0,0,spring
0,0,1,0,1,BB       ,Corporate,Corporate,1,1,No Deposit     ,Transient,51.45,0,0,0.0,0,spring
0,7,1,1,1,BB       ,Corporate,Corporate,1,0,No Deposit     ,Transient,44.72,0,0,0.0,0,spring
0,18,0,2,1,BB       ,Corporate,Corporate,1,0,No Deposit     ,Transient,32.57,0,0,0.0,0,autumn
0,75,2,5,2,BB       ,Online TA,TA/TO,1,0,No Deposit     ,Transient,83.63,1,0,0.0,0,spring
1,69,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,93.72,1,0,1.0,0,summer
0,3,0,1,1,BB       ,Corporate,Corporate,1,0,No Deposit     ,Transient-Party,61.64,0,0,0.5,0,autumn
0,8,0,1,1,BB       ,Corporate,Corporate,1,0,No Deposit     ,Transient,58.56,0,0,0.3333333333333333,0,winter
0,15,0,1,2,BB       ,Corporate,Corporate,1,2,No Deposit     ,Transient,31.58,1,0,0.25,0,winter
0,3,1,1,1,BB       ,Corporate,Corporate,1,0,No Deposit     ,Transient,35.60,0,0,0.0,0,autumn
0,4,1,1,1,BB       ,Corporate,Corporate,1,0,No Deposit     ,Transient,67.57,1,0,0.0,0,winter
1,71,3,6,2,BB       ,Direct,Direct,0,1,No Deposit     ,Transient,131.88,1,0,1.0,0,summer
0,0,0,1,2,BB       ,Direct,Direct,1,0,No Deposit     ,Transient,40.73,0,0,0.0,0,autumn
0,0,0,1,2,BB       ,Direct,Direct,1,0,No Deposit     ,Transient,51.48,0,0,0.0,0,winter
0,280,3,7,1,BB       ,Groups,Direct,0,2,No Deposit     ,Group,59.27,0,0,0.0,0,autumn
0,195,4,6,2,BB       ,Groups,Direct,1,2,No Deposit     ,Transient-Party,46.59,0,0,0.0,0,winter
0,252,2,6,2,HB       ,Complementary,TA/TO,1,4,No Deposit     ,Transient-Party,72.47,1,0,0.0,0,spring
1,88,0,2,2,FB       ,Groups,TA/TO,0,0,Non Refund     ,Transient,115.80,0,0,1.0,0,summer
1,88,0,2,2,FB       ,Groups,TA/TO,0,0,Non Refund     ,Transient,115.80,0,0,1.0,0,summer
