IsCanceled,LeadTime,Adults,Meal,DistributionChannel,IsRepeatedGuest,BookingChanges,DepositType,CustomerType,ADR,TotalOfSpecialRequests,Minors,Staying,CancelRate,WasInWaitingList,Season
0,31,1,BB       ,Corporate,0,2,No Deposit     ,Transient-Party,54.03,0,0,13,0.0,0,autumn
0,31,1,BB       ,Corporate,0,2,No Deposit     ,Transient-Party,39.57,0,0,13,0.0,0,autumn
0,26,1,BB       ,Corporate,1,3,No Deposit     ,Group,35.38,0,0,4,0.0,0,spring
0,26,2,BB       ,Direct,0,2,No Deposit     ,Transient,51.56,1,0,8,0.0,0,autumn
0,37,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,44.19,1,0,8,0.0,0,autumn
0,37,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,44.19,1,0,8,0.0,0,autumn
0,31,1,BB       ,Corporate,0,2,No Deposit     ,Transient-Party,39.57,0,0,13,0.0,0,autumn
0,2,4,BB       ,Direct,0,0,No Deposit     ,Transient,121.50,0,0,2,0.0,0,autumn
0,36,2,BB       ,Corporate,0,1,No Deposit     ,Transient-Party,39.57,0,0,8,0.0,0,autumn
0,31,2,BB       ,Corporate,0,4,No Deposit     ,Transient-Party,39.57,0,0,13,0.0,0,autumn
0,35,1,BB       ,Corporate,0,2,No Deposit     ,Transient-Party,54.03,0,0,9,0.0,0,autumn
0,31,2,BB       ,Corporate,0,4,No Deposit     ,Transient-Party,39.57,0,0,13,0.0,0,autumn
0,179,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,53.12,0,0,7,0.0,0,autumn
0,163,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,44.19,1,0,8,0.0,0,autumn
0,0,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,53.12,1,0,1,0.0,0,autumn
0,35,1,BB       ,Corporate,0,1,No Deposit     ,Transient-Party,39.57,0,0,9,0.0,0,autumn
0,2,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,101.00,0,2,1,0.0,0,autumn
0,8,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,65.99,0,0,2,0.0,0,autumn
0,35,1,BB       ,Corporate,0,2,No Deposit     ,Transient-Party,54.03,0,0,9,0.0,0,autumn
0,37,1,BB       ,Corporate,0,1,No Deposit     ,Transient-Party,54.20,0,0,7,0.0,0,autumn
0,36,1,BB       ,Corporate,0,1,No Deposit     ,Transient-Party,39.57,0,0,8,0.0,0,autumn
0,35,1,BB       ,Corporate,0,2,No Deposit     ,Transient-Party,54.03,0,0,9,0.0,0,autumn
0,36,1,BB       ,Corporate,0,1,No Deposit     ,Transient-Party,39.57,0,0,8,0.0,0,autumn
0,0,2,BB       ,Direct,0,0,No Deposit     ,Transient,63.98,0,0,1,0.0,0,autumn
0,36,2,BB       ,Corporate,0,1,No Deposit     ,Transient-Party,54.03,0,0,8,0.0,0,autumn
0,36,1,BB       ,Corporate,0,1,No Deposit     ,Transient-Party,39.57,0,0,8,0.0,0,autumn
0,36,1,BB       ,Corporate,0,1,No Deposit     ,Transient-Party,39.57,0,0,8,0.0,0,autumn
0,27,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,65.99,1,0,5,0.0,0,autumn
0,41,2,BB       ,Corporate,0,3,No Deposit     ,Transient-Party,40.23,0,0,3,0.0,0,autumn
0,41,1,BB       ,Corporate,0,1,No Deposit     ,Transient-Party,54.20,0,0,3,0.0,0,autumn
0,31,1,BB       ,Corporate,0,2,No Deposit     ,Transient-Party,39.57,0,0,13,0.0,0,autumn
0,12,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,44.19,0,0,8,0.0,0,autumn
0,54,2,BB       ,TA/TO,0,0,No Deposit     ,Transient-Party,50.32,3,0,8,0.0,0,autumn
0,163,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,44.19,1,0,8,0.0,0,autumn
1,1,2,BB       ,TA/TO,1,0,No Deposit     ,Transient,54.37,1,0,1,0.0,0,winter
0,0,1,BB       ,Direct,0,0,No Deposit     ,Transient,53.31,0,0,7,0.0,0,autumn
0,34,1,BB       ,Corporate,0,1,No Deposit     ,Transient-Party,39.57,0,0,10,0.0,0,autumn
0,19,2,BB       ,Corporate,0,0,Non Refund     ,Transient-Party,40.23,0,0,1,0.0,0,autumn
0,36,1,BB       ,Corporate,0,1,No Deposit     ,Transient-Party,39.57,0,0,8,0.0,0,autumn
0,15,1,BB       ,Corporate,0,0,No Deposit     ,Transient-Party,39.57,0,0,9,0.0,0,autumn
0,37,1,BB       ,Corporate,0,1,No Deposit     ,Transient-Party,40.23,0,0,7,0.0,0,autumn
0,34,1,BB       ,Corporate,0,4,No Deposit     ,Transient-Party,39.57,0,0,10,0.0,0,autumn
0,25,2,BB       ,Corporate,0,2,No Deposit     ,Transient-Party,39.57,0,0,12,0.0,0,autumn
0,12,2,BB       ,Corporate,0,0,No Deposit     ,Transient-Party,39.57,0,0,13,0.0,0,autumn
0,24,1,BB       ,Corporate,0,5,No Deposit     ,Transient,39.57,0,0,13,0.0,0,autumn
0,0,1,BB       ,Direct,0,1,No Deposit     ,Transient,40.73,0,0,1,0.0,0,autumn
0,0,1,BB       ,Direct,1,0,No Deposit     ,Transient,37.82,0,0,2,0.0,0,autumn
0,0,1,BB       ,Direct,1,0,No Deposit     ,Transient,46.39,0,0,1,0.0,0,winter
0,0,1,BB       ,Direct,1,2,No Deposit     ,Transient,46.39,0,0,1,0.0,0,winter
0,2,1,BB       ,Direct,1,0,No Deposit     ,Transient,61.13,0,0,1,0.0,0,spring
0,1,2,BB       ,Direct,1,1,No Deposit     ,Group,45.35,1,0,3,0.0,0,winter
0,2,1,BB       ,TA/TO,1,1,No Deposit     ,Transient,47.79,1,0,3,0.0,0,winter
0,24,1,BB       ,Corporate,0,2,No Deposit     ,Transient-Party,39.57,0,0,13,0.0,0,autumn
0,24,1,BB       ,Corporate,0,2,No Deposit     ,Transient-Party,39.57,0,0,13,0.0,0,autumn
0,24,2,BB       ,Corporate,0,2,No Deposit     ,Transient-Party,39.57,0,0,13,0.0,0,autumn
0,24,1,BB       ,Corporate,0,2,No Deposit     ,Transient-Party,39.57,0,0,13,0.0,0,autumn
0,24,1,BB       ,Corporate,0,2,No Deposit     ,Transient-Party,39.57,0,0,13,0.0,0,autumn
0,36,1,BB       ,Corporate,0,3,No Deposit     ,Transient-Party,39.57,0,0,9,0.0,0,autumn
0,24,1,BB       ,Corporate,0,2,No Deposit     ,Transient-Party,39.57,0,0,13,0.0,0,autumn
0,0,2,BB       ,Direct,0,0,No Deposit     ,Transient,67.33,1,0,1,0.0,0,autumn
0,19,2,BB       ,Direct,0,1,No Deposit     ,Transient,67.33,1,0,2,0.0,0,autumn
0,1,1,BB       ,Direct,1,1,No Deposit     ,Transient,47.21,1,0,2,0.0,0,winter
0,0,2,BB       ,Direct,0,0,No Deposit     ,Transient,40.73,0,0,1,0.0,0,autumn
0,0,2,BB       ,Direct,0,0,No Deposit     ,Transient,71.14,0,0,1,0.0,0,autumn
1,0,1,BB       ,Corporate,1,0,No Deposit     ,Transient,34.29,0,0,1,1.0,0,autumn
0,24,1,BB       ,Corporate,0,2,No Deposit     ,Transient-Party,42.96,0,0,22,0.0,0,autumn
0,1,1,BB       ,Direct,0,1,No Deposit     ,Transient,40.73,0,0,2,0.0,0,autumn
0,0,1,BB       ,Corporate,0,0,No Deposit     ,Transient,34.29,0,0,1,0.0,0,autumn
0,31,1,BB       ,Corporate,0,2,No Deposit     ,Transient-Party,54.03,0,0,15,0.0,0,autumn
0,24,1,BB       ,Corporate,0,2,No Deposit     ,Transient-Party,42.96,0,0,22,0.0,0,autumn
0,31,1,BB       ,Corporate,0,2,No Deposit     ,Transient-Party,54.03,0,0,15,0.0,0,autumn
0,31,1,BB       ,Corporate,0,2,No Deposit     ,Transient-Party,54.03,0,0,15,0.0,0,autumn
0,0,2,BB       ,Direct,0,0,No Deposit     ,Transient,71.14,0,0,1,0.0,0,autumn
0,2,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,0,0,1,0.0,0,autumn
0,3,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,1,0,1,0.0,0,autumn
0,4,1,BB       ,TA/TO,1,0,No Deposit     ,Transient,159.39,1,0,1,0.0,0,summer
0,0,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,0,0,1,0.0,0,autumn
0,0,1,BB       ,Corporate,0,0,No Deposit     ,Transient,34.29,0,0,1,0.0,0,autumn
0,0,1,BB       ,Corporate,0,0,No Deposit     ,Transient,34.29,0,0,1,0.0,0,autumn
0,6,1,BB       ,Corporate,1,0,No Deposit     ,Transient,37.27,0,0,1,0.0,0,winter
0,0,1,BB       ,Corporate,0,0,No Deposit     ,Transient,34.29,0,0,1,0.0,0,autumn
0,6,1,BB       ,Corporate,1,0,No Deposit     ,Transient,37.27,0,0,1,0.0,0,winter
0,2,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,1,0,1,0.0,0,autumn
0,12,2,BB       ,Direct,0,0,No Deposit     ,Transient,40.73,0,0,2,0.0,0,autumn
0,12,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,0,0,1,0.0,0,autumn
0,3,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.95,1,0,2,0.0,0,autumn
0,24,1,BB       ,Corporate,0,2,No Deposit     ,Transient-Party,42.96,0,0,22,0.0,0,autumn
0,10,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,0,0,1,0.0,0,autumn
0,10,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,0,0,1,0.0,0,autumn
0,31,2,BB       ,Corporate,0,5,No Deposit     ,Transient-Party,54.03,0,0,15,0.0,0,autumn
0,26,1,BB       ,Corporate,1,3,No Deposit     ,Group,35.38,0,0,4,0.0,0,spring
0,0,1,BB       ,Direct,0,0,No Deposit     ,Transient,40.73,0,0,1,0.0,0,autumn
0,0,1,BB       ,Direct,1,0,No Deposit     ,Transient,38.23,0,0,1,0.0,0,winter
0,0,2,BB       ,TA/TO,1,0,No Deposit     ,Transient,47.32,0,0,1,0.0,0,winter
1,3,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,57.54,0,0,2,1.0,0,winter
0,2,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,1,0,1,0.0,0,autumn
1,3,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,152.94,0,2,10,1.0,0,summer
0,82,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter
0,82,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter
0,82,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter
0,82,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter
0,82,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter
0,82,2,Undefined,TA/TO,1,1,No Deposit     ,Transient-Party,55.62,0,1,2,0.0,0,winter
0,82,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter
0,82,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter
0,82,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter
0,82,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter
0,82,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter
0,82,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,1,0,2,0.0,0,winter
0,82,1,Undefined,TA/TO,1,2,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter
1,78,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,78,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,70,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,70,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,70,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,70,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,70,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,70,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,70,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,70,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,70,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,70,2,Undefined,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,0,2,BB       ,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,0,2,BB       ,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,0,2,BB       ,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,0,2,BB       ,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,0,2,BB       ,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,0,2,BB       ,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,0,2,BB       ,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,0,2,BB       ,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,0,2,BB       ,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,0,2,BB       ,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,0,2,BB       ,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,0,2,BB       ,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,0,2,BB       ,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,0,2,BB       ,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,0,2,BB       ,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,0,2,BB       ,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,0,2,BB       ,TA/TO,1,0,No Deposit     ,Transient-Party,55.62,0,0,2,1.0,0,winter
1,0,2,BB       ,TA/TO,1,0,No Deposit     ,Contract,85.01,0,0,11,1.0,0,spring
0,0,1,BB       ,Corporate,0,0,No Deposit     ,Transient,34.29,0,0,1,0.0,0,autumn
0,0,1,BB       ,Corporate,0,0,No Deposit     ,Transient,34.29,0,0,1,0.0,0,autumn
1,0,1,BB       ,Corporate,1,0,No Deposit     ,Transient,45.36,0,0,1,0.0,0,spring
0,6,2,BB       ,TA/TO,0,1,No Deposit     ,Transient,0.00,1,0,2,0.0,0,autumn
0,2,1,BB       ,TA/TO,1,0,No Deposit     ,Transient,97.39,1,0,2,0.0,0,spring
0,4,1,BB       ,TA/TO,1,0,No Deposit     ,Transient,49.31,1,0,1,0.0,0,winter
0,5,1,BB       ,TA/TO,1,0,No Deposit     ,Transient,89.72,2,0,1,0.0,0,spring
0,0,1,BB       ,Direct,0,0,No Deposit     ,Transient,40.73,0,0,1,0.0,0,autumn
0,1,2,BB       ,Direct,0,0,No Deposit     ,Transient,71.14,1,0,1,0.0,0,autumn
0,1,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,1,0,1,0.0,0,autumn
0,1,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,1,0,1,0.0,0,autumn
0,78,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,0,0,3,0.0,0,autumn
0,1,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.95,0,0,1,0.0,0,autumn
0,5,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.95,1,0,1,0.0,0,autumn
0,2,2,BB       ,Corporate,0,1,No Deposit     ,Transient,34.29,0,0,3,0.0,0,autumn
0,50,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,44.19,1,0,15,0.0,0,autumn
0,10,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,0,0,2,0.0,0,autumn
0,1,2,BB       ,TA/TO,1,0,No Deposit     ,Transient,48.85,0,0,1,0.0,0,autumn
0,1,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,1,0,1,0.0,0,autumn
0,12,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,63.85,1,0,2,0.0,0,autumn
0,2,2,BB       ,TA/TO,1,0,No Deposit     ,Transient,111.35,1,0,2,0.0,0,summer
1,1,1,BB       ,Direct,0,0,No Deposit     ,Transient,40.73,0,0,1,0.0,0,autumn
0,11,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,0,0,3,0.0,0,autumn
0,5,2,BB       ,TA/TO,0,0,No Deposit     ,Transient-Party,48.85,0,0,2,0.0,0,autumn
0,1,1,BB       ,TA/TO,1,0,No Deposit     ,Group,47.25,0,0,2,0.0,0,winter
0,7,1,BB       ,TA/TO,1,0,No Deposit     ,Transient,51.23,0,0,3,0.0,0,winter
0,6,1,BB       ,Corporate,0,1,No Deposit     ,Transient,34.29,0,0,1,0.0,0,autumn
0,0,1,BB       ,Direct,0,0,No Deposit     ,Transient,40.73,0,0,2,0.0,0,autumn
0,2,1,BB       ,Corporate,0,0,No Deposit     ,Transient,34.29,0,0,1,0.0,0,autumn
0,2,2,BB       ,Corporate,0,0,No Deposit     ,Transient,34.29,0,0,1,0.0,0,autumn
0,0,2,BB       ,TA/TO,0,0,No Deposit     ,Transient-Party,48.85,0,0,2,0.0,0,autumn
0,0,1,HB       ,Direct,0,0,No Deposit     ,Transient,40.73,0,0,1,0.0,0,autumn
0,0,1,BB       ,Corporate,0,0,No Deposit     ,Transient,34.29,0,0,1,0.0,0,autumn
0,0,1,BB       ,Corporate,0,0,No Deposit     ,Transient,34.29,0,0,1,0.0,0,autumn
0,2,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,1,0,1,0.0,0,autumn
0,6,1,BB       ,TA/TO,0,1,No Deposit     ,Transient,48.85,0,0,1,0.0,0,autumn
0,0,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,0,0,3,0.0,0,autumn
0,2,1,BB       ,TA/TO,1,0,No Deposit     ,Transient,36.65,0,0,1,0.0,0,autumn
0,6,1,BB       ,TA/TO,1,0,No Deposit     ,Transient,42.75,0,0,3,0.0,0,winter
0,2,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,0,0,1,0.0,0,autumn
0,1,1,BB       ,TA/TO,1,0,No Deposit     ,Transient,38.40,0,0,1,0.0,0,winter
0,8,1,BB       ,TA/TO,1,0,No Deposit     ,Transient,44.58,0,0,1,0.0,0,winter
0,4,1,BB       ,TA/TO,1,0,No Deposit     ,Group,54.37,0,0,2,0.0,0,winter
0,2,1,BB       ,TA/TO,1,0,No Deposit     ,Transient,47.32,0,0,1,0.0,0,winter
0,6,1,BB       ,TA/TO,1,0,No Deposit     ,Transient,49.54,0,0,1,0.0,0,spring
0,2,1,BB       ,TA/TO,1,1,No Deposit     ,Transient,64.00,0,0,1,0.0,0,spring
0,4,1,BB       ,TA/TO,1,0,No Deposit     ,Group,83.61,0,0,1,0.0,0,spring
0,5,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,1,1,3,0.0,0,autumn
0,0,1,BB       ,Direct,0,0,No Deposit     ,Transient,40.73,0,0,1,0.0,0,autumn
0,3,2,BB       ,Corporate,0,0,No Deposit     ,Transient,61.00,0,0,2,0.0,0,autumn
0,4,2,BB       ,Corporate,1,0,No Deposit     ,Transient,33.76,1,0,2,0.0,0,winter
0,2,2,BB       ,Corporate,1,0,No Deposit     ,Transient,32.87,1,0,2,0.0,0,autumn
0,0,2,BB       ,Corporate,1,0,No Deposit     ,Transient,32.87,1,0,1,0.0,0,autumn
0,1,1,BB       ,Corporate,1,0,No Deposit     ,Transient,35.69,2,0,2,0.0,0,winter
0,2,1,BB       ,Direct,1,0,No Deposit     ,Transient,52.28,2,0,1,0.0,0,winter
0,0,1,BB       ,Direct,0,1,No Deposit     ,Transient,40.73,0,0,2,0.0,0,autumn
0,1,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,2,0,2,0.0,0,autumn
0,2,2,BB       ,TA/TO,1,0,No Deposit     ,Transient,40.41,2,0,2,0.0,0,winter
0,0,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.95,2,0,1,0.0,0,autumn
0,22,1,BB       ,Corporate,0,1,No Deposit     ,Transient,34.29,0,0,1,0.0,0,autumn
0,10,1,BB       ,Corporate,0,0,No Deposit     ,Transient,31.61,0,0,1,0.0,0,autumn
0,6,1,BB       ,Corporate,0,0,No Deposit     ,Transient-Party,34.29,0,0,3,0.0,0,autumn
0,6,1,BB       ,Corporate,0,0,No Deposit     ,Transient-Party,34.29,0,0,3,0.0,0,autumn
0,6,1,BB       ,Corporate,0,0,No Deposit     ,Transient-Party,34.29,0,0,3,0.0,0,autumn
0,6,1,BB       ,Corporate,0,0,No Deposit     ,Transient-Party,34.29,0,0,3,0.0,0,autumn
0,6,1,BB       ,Corporate,0,0,No Deposit     ,Transient-Party,34.29,0,0,3,0.0,0,autumn
1,288,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,48.85,0,0,3,1.0,0,autumn
0,1,1,BB       ,Corporate,0,0,No Deposit     ,Transient,34.29,0,0,1,0.0,0,autumn
0,3,1,BB       ,Corporate,1,0,No Deposit     ,Transient,52.25,0,0,0,0.0,0,spring
0,23,1,BB       ,Corporate,1,0,No Deposit     ,Transient,53.32,0,0,3,0.0,0,spring
0,27,1,BB       ,Corporate,1,0,No Deposit     ,Transient,48.22,1,0,4,0.0,0,spring
0,14,3,HB       ,TA/TO,0,0,No Deposit     ,Transient,63.85,2,0,4,0.0,0,autumn
0,0,1,BB       ,Corporate,0,0,No Deposit     ,Transient,34.29,0,0,2,0.0,0,autumn
0,0,1,BB       ,Direct,0,0,No Deposit     ,Transient,40.73,0,0,2,0.0,0,autumn
0,0,1,BB       ,Direct,1,0,No Deposit     ,Transient,75.92,0,0,3,0.0,0,spring
0,1,1,BB       ,Direct,1,1,No Deposit     ,Transient,101.07,0,0,1,0.0,0,spring
0,1,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,0,0,2,0.0,0,autumn
0,1,1,BB       ,Corporate,0,0,No Deposit     ,Transient,34.29,0,0,1,0.0,0,autumn
0,1,1,BB       ,Corporate,1,0,No Deposit     ,Transient,33.38,0,0,1,0.0,0,winter
0,0,2,BB       ,Direct,0,0,No Deposit     ,Transient,40.73,0,0,1,0.0,0,autumn
0,1,1,BB       ,Corporate,0,0,No Deposit     ,Transient,34.29,0,0,1,0.0,0,autumn
0,0,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,1,0,1,0.0,0,autumn
0,1,1,BB       ,Direct,0,0,No Deposit     ,Transient,40.73,0,0,2,0.0,0,autumn
0,0,2,BB       ,Direct,1,0,No Deposit     ,Transient,37.82,0,0,1,0.0,0,autumn
0,1,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.95,0,0,3,0.0,0,autumn
0,2,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,1,0,2,0.0,0,autumn
0,5,2,BB       ,Corporate,0,0,No Deposit     ,Transient,34.29,0,0,3,0.0,0,autumn
0,3,1,HB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,0,0,4,0.0,0,autumn
1,7,1,BB       ,TA/TO,0,0,No Deposit     ,Transient-Party,56.01,0,0,4,1.0,0,autumn
1,7,1,BB       ,TA/TO,0,0,No Deposit     ,Transient-Party,56.01,0,0,2,1.0,0,autumn
1,7,1,BB       ,TA/TO,0,0,No Deposit     ,Transient-Party,56.01,0,0,1,1.0,0,autumn
0,1,1,BB       ,Direct,0,0,No Deposit     ,Transient,40.73,0,0,2,0.0,0,autumn
0,0,2,BB       ,Direct,1,0,No Deposit     ,Transient,37.82,0,0,1,0.0,0,autumn
0,0,1,BB       ,Corporate,0,1,No Deposit     ,Transient,34.29,0,0,2,0.0,0,autumn
0,0,2,BB       ,TA/TO,0,3,No Deposit     ,Transient,48.85,1,0,2,0.0,0,autumn
0,0,2,BB       ,Direct,0,0,No Deposit     ,Transient,40.73,0,0,1,0.0,0,autumn
0,2,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.95,1,0,1,0.0,0,autumn
0,0,1,HB       ,Direct,0,2,No Deposit     ,Group,123.00,0,0,1,0.0,0,autumn
0,2,2,BB       ,Direct,0,2,No Deposit     ,Transient,40.73,0,0,3,0.0,0,autumn
0,20,2,BB       ,Direct,0,1,No Deposit     ,Transient,71.14,1,0,3,0.0,0,autumn
0,20,2,BB       ,Direct,0,0,No Deposit     ,Transient,71.14,1,0,3,0.0,0,autumn
0,0,3,BB       ,TA/TO,0,1,No Deposit     ,Transient,48.85,1,0,5,0.0,0,autumn
0,0,1,HB       ,Corporate,0,0,No Deposit     ,Transient-Party,34.29,0,0,4,0.0,0,autumn
0,0,1,HB       ,Corporate,0,0,No Deposit     ,Transient-Party,34.29,0,0,4,0.0,0,autumn
0,0,1,HB       ,Corporate,1,1,No Deposit     ,Transient-Party,31.61,0,0,1,0.0,0,autumn
0,0,1,HB       ,Corporate,1,0,No Deposit     ,Transient,34.97,0,0,1,0.0,0,winter
0,0,1,HB       ,Corporate,0,0,No Deposit     ,Transient-Party,34.29,0,0,4,0.0,0,autumn
0,0,1,HB       ,Corporate,1,1,No Deposit     ,Transient-Party,31.61,0,0,1,0.0,0,autumn
0,0,1,HB       ,Corporate,0,0,No Deposit     ,Transient-Party,34.29,0,0,4,0.0,0,autumn
0,1,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.95,0,0,1,0.0,0,autumn
0,6,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,0,0,5,0.0,0,autumn
0,12,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,63.85,0,0,4,0.0,0,autumn
0,0,1,HB       ,Corporate,0,0,No Deposit     ,Transient-Party,34.29,0,0,4,0.0,0,autumn
0,4,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.85,1,0,1,0.0,0,autumn
0,0,1,HB       ,Corporate,0,0,No Deposit     ,Transient-Party,34.29,0,0,4,0.0,0,autumn
0,0,1,HB       ,Corporate,1,1,No Deposit     ,Transient-Party,31.61,0,0,1,0.0,0,autumn
0,0,1,HB       ,Corporate,1,0,No Deposit     ,Transient,34.97,0,0,2,0.0,0,winter
0,0,1,HB       ,Corporate,0,0,No Deposit     ,Transient-Party,34.29,0,0,4,0.0,0,autumn
0,1,2,BB       ,Direct,0,0,No Deposit     ,Transient,67.33,0,0,5,0.0,0,autumn
0,0,1,HB       ,Corporate,0,0,No Deposit     ,Transient-Party,34.29,0,0,4,0.0,0,autumn
0,0,1,HB       ,Corporate,1,1,No Deposit     ,Transient-Party,31.61,0,0,1,0.0,0,autumn
